,State,County,"Population estimates, July 1, 2019,  (V2019)","Population, percent change - April 1, 2010 (estimates base) to July 1, 2019,  (V2019)","Population estimates base, April 1, 2010,  (V2019)","Population, Census, April 1, 2010","Persons under 5 years, percent","Persons under 18 years, percent","Persons 65 years and over, percent","Female persons, percent","White alone, percent","Black or African American alone, percent","American Indian and Alaska Native alone, percent","Asian alone, percent","Native Hawaiian and Other Pacific Islander alone, percent","Two or More Races, percent","Hispanic or Latino, percent","White alone, not Hispanic or Latino, percent","Veterans, 2014-2018","Foreign born persons, percent, 2014-2018","Housing units,  July 1, 2018,  (V2018)","Owner-occupied housing unit rate, 2014-2018","Median value of owner-occupied housing units, 2014-2018","Median selected monthly owner costs -with a mortgage, 2014-2018","Median selected monthly owner costs -without a mortgage, 2014-2018","Median gross rent, 2014-2018","Housing units in multi-unit structures, percent, 2009-2013","Building permits, 2018","Households, 2014-2018","Persons per household, 2014-2018","Living in same house 1 year ago, percent of persons age 1 year+, 2014-2018","Language other than English spoken at home, percent of persons age 5 years+, 2014-2018","Households with a computer, percent, 2014-2018","Households with a broadband Internet subscription, percent, 2014-2018","High school graduate or higher, percent of persons age 25 years+, 2014-2018","Bachelor's degree or higher, percent of persons age 25 years+, 2014-2018","With a disability, under age 65 years, percent, 2014-2018","Persons  without health insurance, under age 65 years, percent","In civilian labor force, total, percent of population age 16 years+, 2014-2018","In civilian labor force, female, percent of population age 16 years+, 2014-2018","Total accommodation and food services sales, 2012 ($1,000)","Total health care and social assistance receipts/revenue, 2012 ($1,000)","Total manufacturers shipments, 2012 ($1,000)","Total merchant wholesaler sales, 2012 ($1,000)","Total retail sales, 2012 ($1,000)","Total retail sales per capita, 2012","Mean travel time to work (minutes), workers age 16 years+, 2014-2018","Median household income (in 2018 dollars), 2014-2018","Per capita income in past 12 months (in 2018 dollars), 2014-2018","Persons in poverty, percent","Total employer establishments, 2017","Total employment, 2017","Total annual payroll, 2017 ($1,000)","Total employment, percent change, 2016-2017","Total nonemployer establishments, 2017","All firms, 2012","Men-owned firms, 2012","Women-owned firms, 2012","Minority-owned firms, 2012","Nonminority-owned firms, 2012","Veteran-owned firms, 2012","Nonveteran-owned firms, 2012","Black-owned firms, percent, 2007","American Indian- and Alaska Native-owned firms, percent, 2007","Asian-owned firms, percent, 2007","Native Hawaiian- and Other Pacific Islander-owned firms, percent, 2007","Hispanic-owned firms, percent, 2007","Women-owned firms, percent, 2007","Population per square mile, 2010","Land area in square miles, 2010",full_name,fips_code
1988,NORTH DAKOTA,BOTTINEAU COUNTY,"6,411",-0.3%,"6,429","6,429",5.4%,20.9%,23.8%,48.3%,93.1%,0.7%,3.1%,0.7%,0.0%,2.3%,2.2%,91.5%,571,2.6%,"4,506",78.3%,"$149,400","$1,283",$410,$674,6.3%,9,"3,065",2.05,85.4%,3.3%,86.6%,78.6%,91.2%,23.7%,10.6%,10.4%,63.4%,56.3%,"11,027","14,313",,"98,987","95,482","$14,513",17.0,"$59,882","$35,039",11.6%,243,"1,796","70,565",3.1%,622,652,341,182,,582,47,564,0.0%,0.0%,0.0%,0.0%,0.0%,27.2%,3.9,"1,668.42","BOTTINEAU COUNTY, NORTH DAKOTA",38009
1989,NORTH DAKOTA,BOWMAN COUNTY,"3,076",-2.4%,"3,151","3,151",6.2%,24.5%,21.4%,49.7%,96.0%,0.3%,2.5%,0.2%,0.1%,0.8%,5.4%,92.3%,186,0.7%,"1,772",74.6%,"$149,300","$1,108",$412,$555,7.3%,1,"1,398",2.23,90.4%,4.5%,89.9%,79.2%,90.2%,24.3%,5.4%,11.8%,70.9%,65.7%,"5,101","16,696",,"96,581","93,240","$29,119",15.6,"$65,063","$36,221",8.7%,160,"1,229","52,344",2.4%,253,375,137,78,,293,,327,0.0%,0.0%,0.0%,0.0%,0.0%,16.9%,2.7,"1,161.81","BOWMAN COUNTY, NORTH DAKOTA",38011
1990,NORTH DAKOTA,BURKE COUNTY,"2,100",6.7%,"1,968","1,968",8.3%,25.0%,20.8%,47.9%,95.9%,0.5%,1.1%,0.6%,,1.9%,2.5%,93.4%,99,2.7%,"1,452",79.1%,"$114,500","$1,170",$401,$733,5.3%,4,877,2.52,90.5%,3.4%,84.6%,69.4%,93.1%,22.3%,3.5%,12.0%,68.5%,59.2%,"4,371",,,"454,451","38,542","$17,753",23.6,"$74,931","$35,806",9.3%,75,363,"14,335",-11.7%,192,189,60,83,,169,,156,0.0%,0.0%,0.0%,0.0%,0.0%,24.1%,1.8,"1,103.57","BURKE COUNTY, NORTH DAKOTA",38013
1991,NORTH DAKOTA,BURLEIGH COUNTY,"95,273",17.2%,"81,308","81,308",6.9%,23.2%,16.1%,49.9%,90.7%,2.4%,4.2%,0.8%,0.1%,1.8%,2.6%,88.6%,"5,665",2.1%,"43,152",68.5%,"$250,600","$1,567",$491,$851,28.5%,367,"39,495",2.29,84.4%,4.3%,90.2%,82.1%,94.0%,35.1%,5.7%,6.5%,70.7%,67.5%,"242,133","1,080,455",,"1,483,217","1,995,081","$23,260",17.4,"$69,719","$37,764",7.4%,"3,013","45,596","2,045,073",-3.2%,"7,625","8,782","4,599","2,965",281,"8,029",869,"7,230",0.0%,0.6%,0.0%,0.0%,0.0%,23.9%,49.8,"1,632.65","BURLEIGH COUNTY, NORTH DAKOTA",38015
1992,NORTH DAKOTA,CASS COUNTY,"181,516",21.2%,"149,778","149,778",7.1%,22.5%,12.0%,49.4%,86.5%,6.3%,1.4%,3.6%,0.1%,2.0%,2.8%,84.3%,"8,789",7.2%,"83,894",52.8%,"$211,500","$1,496",$527,$804,43.4%,"1,917","74,205",2.28,76.1%,8.4%,91.7%,84.0%,94.5%,39.4%,6.3%,7.1%,75.2%,72.1%,"446,791","1,909,679","3,451,134","5,497,653","3,790,350","$24,273",16.0,"$62,031","$36,655",10.4%,"5,575","104,669","5,022,576",1.2%,"12,809","15,994","8,748","5,006",662,"14,573","1,492","13,339",0.3%,0.0%,1.4%,0.0%,0.4%,26.6%,84.9,"1,764.94","CASS COUNTY, NORTH DAKOTA",38017
1993,NORTH DAKOTA,CAVALIER COUNTY,"3,829",-4.1%,"3,994","3,993",7.1%,22.4%,27.0%,48.9%,96.0%,0.4%,1.6%,0.5%,0.1%,1.5%,1.8%,94.3%,260,0.9%,"2,372",80.7%,"$98,600","$1,064",$396,$547,9.4%,4,"1,737",2.14,91.4%,3.2%,84.6%,80.4%,91.5%,21.2%,4.5%,8.9%,63.1%,53.5%,,"15,708","3,057",,"125,663","$31,830",14.9,"$67,591","$43,125",10.6%,148,"1,228","51,769",3.5%,403,631,361,105,,602,50,475,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.7,"1,488.75","CAVALIER COUNTY, NORTH DAKOTA",38019
1994,NORTH DAKOTA,DICKEY COUNTY,"4,903",-7.3%,"5,287","5,289",6.6%,24.6%,20.4%,50.3%,95.9%,0.8%,1.0%,0.6%,,1.7%,3.5%,93.1%,326,2.5%,"2,681",71.9%,"$105,300","$1,058",$410,$630,18.1%,2,"2,170",2.18,87.8%,8.7%,90.4%,79.7%,90.1%,26.7%,6.0%,9.3%,67.4%,62.6%,"4,616","31,482","60,017","450,112","96,296","$18,279",13.5,"$60,918","$32,943",11.1%,213,"1,557","52,936",-11.0%,449,854,415,198,,813,138,647,0.0%,0.0%,0.0%,0.0%,0.0%,7.9%,4.7,"1,131.47","DICKEY COUNTY, NORTH DAKOTA",38021
1995,NORTH DAKOTA,DIVIDE COUNTY,"2,283",10.2%,"2,071","2,071",6.3%,22.4%,25.3%,47.7%,93.0%,2.0%,0.9%,2.4%,,1.7%,2.6%,90.8%,174,5.6%,"1,521",75.5%,"$159,300","$1,278",$457,$830,8.1%,1,"1,119",2.02,89.2%,4.4%,81.1%,56.9%,94.2%,18.4%,8.0%,11.1%,58.2%,49.7%,,,,,"21,115","$9,477",14.6,"$60,074","$45,190",10.0%,99,537,"21,842",-1.3%,211,262,144,76,,241,,223,0.0%,0.0%,0.0%,0.0%,0.0%,12.0%,1.6,"1,260.79","DIVIDE COUNTY, NORTH DAKOTA",38023
1996,NORTH DAKOTA,DUNN COUNTY,"4,332",22.5%,"3,536","3,536",7.5%,23.8%,15.9%,46.8%,85.0%,1.5%,9.7%,1.2%,0.0%,2.6%,5.5%,81.3%,371,2.3%,"2,497",77.7%,"$189,100","$1,312",$408,$947,4.0%,10,"1,648",2.58,85.7%,7.1%,85.5%,78.4%,90.1%,21.0%,10.9%,14.4%,62.7%,54.6%,"24,636",,,"86,818","69,086","$17,415",21.6,"$70,500","$44,492",10.4%,165,"2,291","149,191",-11.3%,370,401,241,73,38,348,68,317,0.0%,16.2%,0.0%,0.0%,0.0%,0.0%,1.8,"2,008.46","DUNN COUNTY, NORTH DAKOTA",38025
1997,NORTH DAKOTA,EDDY COUNTY,"2,313",-3.0%,"2,385","2,385",7.0%,23.6%,23.0%,50.4%,93.0%,0.3%,4.2%,0.3%,0.1%,2.1%,3.8%,89.7%,152,0.3%,"1,371",68.9%,"$83,500",$977,$334,$603,13.8%,,"1,052",2.11,86.9%,3.6%,81.3%,71.6%,90.0%,24.3%,12.0%,10.2%,64.7%,62.2%,"1,443","11,271",,,"16,729","$7,065",15.1,"$51,563","$34,565",10.6%,78,467,"17,243",-11.9%,211,268,164,48,,242,,236,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.8,630.17,"EDDY COUNTY, NORTH DAKOTA",38027
1998,NORTH DAKOTA,EMMONS COUNTY,"3,295",-7.1%,"3,545","3,550",5.2%,19.8%,27.9%,49.3%,96.3%,0.2%,1.2%,1.0%,0.0%,1.3%,1.1%,95.3%,211,1.5%,"2,155",83.2%,"$101,700","$1,111",$390,$484,7.6%,5,"1,556",2.12,96.8%,8.1%,73.1%,58.7%,87.1%,16.5%,5.9%,12.1%,55.4%,52.6%,"2,752","10,117",,"236,940","30,672","$8,786",16.5,"$51,029","$29,417",13.3%,129,705,"25,338",-0.3%,292,378,149,113,,358,42,314,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.4,"1,510.44","EMMONS COUNTY, NORTH DAKOTA",38029
1999,NORTH DAKOTA,FOSTER COUNTY,"3,216",-3.6%,"3,337","3,343",6.4%,21.1%,22.5%,50.4%,96.7%,0.3%,1.2%,0.8%,0.0%,1.0%,2.1%,94.7%,234,0.9%,"1,838",76.7%,"$127,800","$1,117",$393,$591,15.7%,5,"1,440",2.22,88.5%,2.5%,85.2%,75.9%,92.2%,24.1%,5.9%,7.7%,69.2%,62.4%,"5,219","22,918",,"210,778","133,040","$39,222",13.1,"$60,613","$33,737",8.7%,141,"1,375","61,189",-3.1%,313,325,117,103,,288,,268,0.0%,0.0%,0.0%,0.0%,0.0%,15.4%,5.3,635.45,"FOSTER COUNTY, NORTH DAKOTA",38031
2000,NORTH DAKOTA,GOLDEN VALLEY COUNTY,"1,769",5.3%,"1,680","1,680",6.0%,22.3%,24.4%,50.3%,96.6%,0.6%,1.5%,0.2%,0.1%,1.0%,2.9%,94.1%,122,0.5%,"1,049",67.6%,"$120,000",$938,$333,$661,13.0%,5,856,2.09,80.8%,0.5%,78.7%,68.0%,92.3%,28.1%,5.4%,9.7%,67.9%,59.5%,,"7,019",,"87,278","72,731","$40,317",17.3,"$56,087","$32,590",11.2%,68,414,"14,866",-6.3%,171,191,81,88,,180,,170,0.0%,0.0%,0.0%,0.0%,0.0%,22.6%,1.7,"1,000.79","GOLDEN VALLEY COUNTY, NORTH DAKOTA",38033
2001,NORTH DAKOTA,GRAND FORKS COUNTY,"70,770",5.8%,"66,864","66,861",6.9%,21.1%,12.7%,48.4%,86.5%,4.8%,2.8%,3.1%,0.1%,2.8%,4.4%,83.0%,"4,393",5.4%,"33,390",48.6%,"$193,300","$1,387",$509,$822,39.8%,260,"30,215",2.18,76.3%,6.7%,90.1%,79.2%,94.9%,34.5%,7.5%,7.9%,69.8%,66.7%,"177,637","668,886","590,735","1,214,894","1,562,238","$23,154",14.3,"$51,951","$31,052",12.9%,"1,887","33,368","1,344,406",-2.4%,"4,223","5,614","3,002","1,578",256,"5,007",533,"4,667",0.6%,0.8%,0.7%,0.0%,0.5%,27.6%,46.5,"1,436.38","GRAND FORKS COUNTY, NORTH DAKOTA",38035
2002,NORTH DAKOTA,GRANT COUNTY,"2,374",-0.8%,"2,394","2,394",6.2%,20.6%,29.9%,50.1%,95.5%,0.2%,2.1%,0.2%,0.0%,2.1%,1.6%,94.4%,188,0.7%,"1,740",86.2%,"$77,700",$904,$354,$525,6.7%,6,"1,094",2.13,88.3%,4.5%,78.2%,68.3%,91.2%,17.4%,7.0%,18.4%,59.2%,53.4%,,"12,065",,"98,411","7,182","$3,078",22.5,"$50,962","$36,287",14.5%,74,407,"12,725",-2.6%,199,216,118,72,,198,,185,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.4,"1,659.14","GRANT COUNTY, NORTH DAKOTA",38037
2003,NORTH DAKOTA,GRIGGS COUNTY,"2,232",-7.8%,"2,421","2,420",5.2%,20.3%,30.2%,48.5%,98.3%,0.4%,0.8%,0.2%,0.0%,0.3%,1.4%,97.1%,169,1.0%,"1,471",72.6%,"$98,200","$1,089",$475,$432,10.8%,2,"1,056",2.05,88.5%,2.0%,78.5%,71.3%,90.4%,25.9%,7.0%,9.4%,64.0%,57.8%,,,"21,355","66,489","18,142","$7,681",18.5,"$52,794","$35,069",9.2%,86,604,"19,854",-5.0%,205,336,212,63,,310,,287,0.0%,0.0%,0.0%,0.0%,0.0%,26.2%,3.4,708.82,"GRIGGS COUNTY, NORTH DAKOTA",38039
2004,NORTH DAKOTA,HETTINGER COUNTY,"2,514",1.5%,"2,478","2,477",7.1%,24.3%,22.4%,51.6%,92.8%,0.8%,3.6%,0.5%,0.3%,2.1%,2.4%,90.9%,163,1.1%,"1,433",80.5%,"$111,000","$1,072",$354,$666,9.3%,,"1,079",2.23,83.2%,4.1%,80.0%,72.1%,86.6%,14.4%,5.5%,11.3%,56.5%,46.6%,"1,313","5,103",,,"128,558","$50,356",18.8,"$56,761","$32,474",12.4%,98,488,"20,459",6.3%,213,249,120,71,,214,29,196,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.2,"1,132.22","HETTINGER COUNTY, NORTH DAKOTA",38041
2005,NORTH DAKOTA,KIDDER COUNTY,"2,450",0.6%,"2,435","2,435",6.1%,21.1%,24.5%,48.2%,97.4%,0.4%,0.7%,0.7%,0.0%,0.7%,4.0%,94.2%,151,1.7%,"1,723",73.6%,"$104,900","$1,038",$364,$480,5.6%,,"1,055",2.33,82.8%,5.9%,81.2%,66.5%,90.0%,17.9%,8.4%,12.5%,63.4%,58.0%,"2,022","1,686",,"27,923","48,363","$19,935",25.2,"$57,734","$32,364",14.5%,71,500,"19,601",-6.9%,244,426,190,99,,380,,287,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.8,"1,351.19","KIDDER COUNTY, NORTH DAKOTA",38043
2006,NORTH DAKOTA,LAMOURE COUNTY,"4,062",-1.9%,"4,141","4,139",5.6%,21.4%,27.0%,48.4%,98.1%,0.4%,0.6%,0.1%,0.0%,0.9%,1.5%,96.8%,279,1.8%,"2,271",74.8%,"$103,200","$1,073",$419,$529,10.4%,1,"1,813",2.22,93.7%,12.0%,81.1%,72.6%,84.1%,24.0%,5.6%,11.9%,62.2%,53.4%,,,,"391,550","133,074","$32,347",16.6,"$59,426","$36,584",11.4%,157,"1,036","40,001",1.5%,339,370,193,111,,347,,287,0.0%,0.0%,0.0%,0.0%,0.0%,8.1%,3.6,"1,145.94","LAMOURE COUNTY, NORTH DAKOTA",38045
2007,NORTH DAKOTA,LOGAN COUNTY,"1,903",-4.3%,"1,988","1,990",6.7%,23.0%,26.0%,48.3%,96.8%,0.4%,0.8%,0.4%,0.0%,1.6%,2.4%,94.9%,125,1.0%,"1,159",84.1%,"$84,300",$892,$393,$628,5.9%,,883,2.09,92.8%,12.6%,83.8%,69.3%,86.6%,16.4%,4.8%,18.8%,62.4%,56.3%,"1,282","4,610",,,"30,492","$15,848",12.9,"$58,144","$33,396",12.9%,66,466,"13,089",1.1%,186,161,76,44,,154,28,126,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.0,992.82,"LOGAN COUNTY, NORTH DAKOTA",38047
2008,NORTH DAKOTA,MCHENRY COUNTY,"5,816",7.9%,"5,392","5,395",6.2%,23.9%,20.4%,48.2%,96.9%,0.4%,1.1%,0.3%,0.0%,1.3%,2.1%,95.2%,460,1.2%,"3,184",84.6%,"$123,200","$1,185",$397,$568,6.6%,6,"2,628",2.23,90.1%,2.6%,84.9%,77.2%,89.9%,19.8%,7.4%,9.2%,63.5%,55.6%,"1,321",,,,"26,498","$4,577",27.2,"$62,637","$37,626",11.9%,125,819,"34,651",5.1%,455,436,191,101,,388,34,372,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.9,"1,873.95","MCHENRY COUNTY, NORTH DAKOTA",38049
2009,NORTH DAKOTA,MCINTOSH COUNTY,"2,585",-8.1%,"2,813","2,809",4.7%,18.7%,30.7%,51.2%,96.3%,0.5%,0.7%,1.5%,0.0%,0.9%,2.4%,94.1%,176,2.3%,"1,861",76.2%,"$76,600",$923,$377,$528,7.7%,,"1,317",1.94,94.1%,20.5%,79.4%,67.8%,80.1%,16.8%,5.1%,14.5%,62.5%,57.1%,,"17,017",,"277,085","52,115","$18,944",12.1,"$50,739","$32,389",13.6%,112,820,"27,645",0.4%,241,426,272,122,,400,,391,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.9,974.73,"MCINTOSH COUNTY, NORTH DAKOTA",38051
2010,NORTH DAKOTA,MCKENZIE COUNTY,"13,632",114.4%,"6,359","6,360",9.9%,31.5%,9.2%,46.6%,83.9%,1.8%,10.0%,1.0%,0.1%,3.1%,8.7%,77.4%,647,2.5%,"6,846",55.7%,"$211,900","$1,275",$419,"$1,079",8.5%,10,"3,899",3.16,82.4%,11.6%,93.7%,82.4%,91.8%,26.1%,7.5%,12.8%,73.3%,63.2%,"31,759","15,100","1,633","263,642","166,074","$20,793",17.5,"$80,732","$36,798",9.2%,495,"5,872","434,350",8.0%,927,908,509,193,48,812,85,697,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.3,"2,760.32","MCKENZIE COUNTY, NORTH DAKOTA",38053
2011,NORTH DAKOTA,MCLEAN COUNTY,"9,541",6.5%,"8,962","8,962",6.3%,21.7%,23.6%,49.0%,90.2%,0.4%,7.2%,0.3%,0.1%,1.9%,2.5%,89.0%,682,1.2%,"6,262",80.7%,"$163,000","$1,150",$404,$683,8.9%,34,"4,333",2.18,90.4%,2.9%,87.9%,69.9%,91.8%,20.5%,5.4%,9.8%,59.5%,52.9%,"9,793","23,760",,"528,907","132,480","$14,231",24.1,"$65,648","$35,367",9.2%,264,"2,590","157,495",,698,647,369,222,,594,92,478,0.0%,0.0%,0.0%,0.0%,0.0%,21.2%,4.2,"2,110.88","MCLEAN COUNTY, NORTH DAKOTA",38055
2012,NORTH DAKOTA,MERCER COUNTY,"8,267",-1.9%,"8,424","8,424",6.3%,23.0%,19.3%,48.4%,94.4%,0.6%,2.6%,0.6%,0.1%,1.7%,3.0%,92.4%,642,1.4%,"4,779",82.7%,"$175,200","$1,263",$460,$744,10.9%,3,"3,702",2.28,91.1%,5.3%,87.4%,80.0%,92.7%,21.6%,6.7%,7.2%,64.8%,58.0%,"12,419","26,738","5,698","21,516","125,187","$14,752",18.5,"$79,890","$38,298",7.2%,250,"3,974","273,773",-8.6%,620,793,460,231,,736,51,690,0.0%,0.0%,0.0%,0.0%,0.0%,36.3%,8.1,"1,042.96","MERCER COUNTY, NORTH DAKOTA",38057
2013,NORTH DAKOTA,MORTON COUNTY,"31,095",13.2%,"27,469","27,471",7.2%,23.1%,16.7%,49.4%,92.7%,1.1%,3.6%,0.5%,0.1%,2.1%,3.7%,89.6%,"1,885",1.4%,"15,280",70.5%,"$199,800","$1,399",$484,$864,15.3%,159,"13,536",2.21,86.4%,4.7%,88.9%,79.0%,91.6%,26.3%,6.1%,7.0%,73.0%,69.6%,,"99,285",,,"586,075","$20,856",20.5,"$67,584","$39,300",8.1%,869,"10,664","490,981",5.5%,"2,453","2,773","1,545",820,97,"2,582",216,"2,320",0.0%,0.0%,0.0%,0.0%,0.0%,24.6%,14.3,"1,926.27","MORTON COUNTY, NORTH DAKOTA",38059
2014,NORTH DAKOTA,MOUNTRAIL COUNTY,"10,218",33.3%,"7,663","7,673",8.5%,26.8%,11.7%,46.3%,65.2%,1.2%,30.3%,0.3%,,3.0%,8.1%,60.1%,619,2.8%,"5,070",67.9%,"$167,900","$1,330",$406,$746,8.8%,20,"3,235",3.1,87.8%,7.1%,85.0%,67.6%,91.0%,20.6%,8.0%,15.4%,63.8%,58.7%,"18,783","12,496",,"406,374","273,970","$31,368",17.5,"$70,678","$37,602",10.4%,403,"4,036","230,375",-1.8%,711,"1,047",654,198,151,856,84,895,0.0%,18.1%,0.0%,0.0%,0.0%,37.6%,4.2,"1,825.30","MOUNTRAIL COUNTY, NORTH DAKOTA",38061
2015,NORTH DAKOTA,NELSON COUNTY,"2,869",-8.3%,"3,129","3,126",5.2%,19.3%,26.9%,48.7%,95.2%,0.8%,1.8%,0.2%,,1.9%,2.7%,93.2%,257,2.0%,"1,960",72.1%,"$85,200",$980,$375,$508,9.8%,,"1,479",1.92,88.5%,3.3%,81.3%,66.9%,91.7%,22.7%,8.3%,10.5%,61.0%,52.6%,"3,431","11,549",,"449,234","31,455","$10,213",18.8,"$48,798","$33,360",10.8%,130,743,"25,072",-4.6%,272,373,152,116,,323,38,297,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.2,981.78,"NELSON COUNTY, NORTH DAKOTA",38063
2016,NORTH DAKOTA,OLIVER COUNTY,"1,952",5.6%,"1,848","1,846",6.6%,25.2%,22.2%,47.7%,95.0%,0.4%,2.8%,0.3%,0.1%,1.5%,2.0%,93.2%,140,0.4%,961,87.6%,"$177,600","$1,399",$446,$547,5.2%,7,750,2.45,88.5%,4.9%,85.7%,74.1%,89.7%,18.7%,6.4%,8.9%,59.3%,53.8%,277,,,,,,29.1,"$68,333","$33,849",10.2%,44,553,"42,935",1.1%,133,82,34,37,,73,,67,0.0%,0.0%,0.0%,0.0%,0.0%,43.0%,2.6,722.51,"OLIVER COUNTY, NORTH DAKOTA",38065
2017,NORTH DAKOTA,PEMBINA COUNTY,"6,947",-6.2%,"7,403","7,413",5.7%,20.8%,23.1%,47.2%,93.3%,0.7%,2.1%,0.4%,,3.4%,3.4%,90.2%,643,4.2%,"3,898",76.9%,"$89,700",$967,$413,$575,12.7%,,"3,180",2.15,89.1%,3.4%,80.1%,69.9%,88.6%,20.4%,8.0%,10.0%,62.2%,55.3%,,"19,111","477,112","847,926","82,885","$11,399",16.7,"$64,962","$36,251",10.3%,264,"2,352","98,380",-1.8%,551,707,287,262,32,608,68,565,0.0%,6.3%,0.0%,0.0%,0.0%,10.1%,6.6,"1,118.69","PEMBINA COUNTY, NORTH DAKOTA",38067
2018,NORTH DAKOTA,PIERCE COUNTY,"4,081",-6.4%,"4,359","4,357",5.4%,22.4%,23.6%,48.8%,93.1%,0.9%,4.8%,0.1%,0.0%,1.2%,2.0%,91.6%,253,1.2%,"2,254",72.0%,"$114,800","$1,144",$423,$668,13.2%,5,"1,937",2.09,85.4%,1.8%,80.6%,75.2%,91.9%,19.2%,6.1%,10.3%,60.7%,53.9%,"5,610",,,"201,527","92,558","$20,767",15.2,"$48,802","$28,008",11.6%,168,"1,390","57,565",-6.3%,335,445,216,121,,410,70,345,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,4.3,"1,018.60","PIERCE COUNTY, NORTH DAKOTA",38069
2019,NORTH DAKOTA,RAMSEY COUNTY,"11,481",0.3%,"11,451","11,451",7.1%,23.7%,19.9%,49.6%,84.7%,0.9%,10.4%,0.6%,,3.4%,2.7%,83.0%,777,1.8%,"5,891",60.5%,"$152,100","$1,190",$426,$563,26.4%,10,"5,003",2.21,84.6%,4.0%,82.0%,71.4%,91.8%,26.1%,9.6%,9.2%,65.7%,65.6%,"29,614","56,703",,"622,087","311,701","$27,020",15.0,"$57,313","$35,059",12.3%,446,"4,660","169,848",-0.2%,873,"1,217",643,345,36,"1,092",199,926,0.0%,0.0%,0.0%,0.0%,0.0%,20.3%,9.6,"1,186.85","RAMSEY COUNTY, NORTH DAKOTA",38071
2020,NORTH DAKOTA,RANSOM COUNTY,"5,237",-4.0%,"5,457","5,457",6.1%,22.5%,20.6%,48.0%,95.9%,0.6%,0.9%,1.0%,,1.5%,1.9%,94.2%,416,3.2%,"2,701",70.5%,"$123,200","$1,099",$463,$619,14.1%,4,"2,367",2.2,89.9%,3.6%,83.7%,75.2%,92.7%,19.7%,10.0%,8.3%,64.5%,56.9%,"4,833","26,482",,"292,109","66,215","$12,163",18.8,"$61,810","$34,691",8.7%,207,"1,561","57,500",4.6%,385,531,312,143,,492,68,400,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,6.3,862.36,"RANSOM COUNTY, NORTH DAKOTA",38073
2021,NORTH DAKOTA,RENVILLE COUNTY,"2,374",-3.9%,"2,470","2,470",6.1%,22.7%,20.3%,47.7%,96.8%,0.4%,0.6%,0.4%,0.3%,1.6%,2.3%,94.9%,223,3.3%,"1,436",81.0%,"$140,400","$1,185",$476,$714,5.3%,1,"1,022",2.39,86.9%,4.2%,88.6%,76.4%,94.0%,17.8%,10.0%,8.0%,63.4%,49.8%,"1,401",,,"250,493","81,116","$31,698",29.7,"$68,182","$33,635",8.2%,112,472,"18,983",-14.5%,182,330,106,39,,304,59,238,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.8,877.05,"RENVILLE COUNTY, NORTH DAKOTA",38075
2022,NORTH DAKOTA,RICHLAND COUNTY,"16,239",-0.5%,"16,321","16,321",6.3%,21.9%,17.9%,48.5%,93.6%,1.1%,2.8%,0.6%,,1.8%,3.4%,91.2%,"1,039",1.8%,"7,788",71.5%,"$124,300","$1,132",$438,$622,22.9%,32,"6,760",2.23,85.5%,3.1%,88.0%,78.7%,90.6%,21.6%,6.3%,8.1%,67.3%,64.6%,"89,636","35,642","1,276,663",,"277,250","$17,096",17.5,"$61,990","$30,820",11.6%,520,"5,857","235,724",-3.8%,"1,215","1,471",689,449,72,"1,308",90,"1,292",0.0%,2.7%,0.0%,0.0%,0.0%,22.7%,11.4,"1,435.78","RICHLAND COUNTY, NORTH DAKOTA",38077
2023,NORTH DAKOTA,ROLETTE COUNTY,"14,301",2.6%,"13,939","13,937",9.1%,34.0%,11.7%,50.2%,18.3%,0.4%,78.1%,0.2%,,3.0%,2.0%,17.9%,580,0.4%,"5,583",70.8%,"$81,400",$977,$354,$407,8.8%,,"4,638",3.11,91.3%,2.1%,77.8%,65.1%,86.3%,20.0%,12.5%,18.2%,55.9%,56.6%,"43,059","54,690",,"103,586","132,860","$9,238",15.7,"$39,884","$19,295",24.7%,191,"2,291","79,737",-3.5%,632,870,367,440,480,350,96,737,0.0%,37.1%,0.0%,0.0%,0.0%,44.4%,15.4,903.08,"ROLETTE COUNTY, NORTH DAKOTA",38079
